unique_ID,Tournament,Gender,Player1,Player2,Round,Result,FNL1,FNL2,FSP.1,FSW.1,SSP.1,SSW.1,ACE.1,DBF.1,WNR.1,UFE.1,BPC.1,BPW.1,NPA.1,NPW.1,TPW.1,FSP.2,FSW.2,SSP.2,SSW.2,ACE.2,DBF.2,WNR.2,UFE.2,BPC.2,BPW.2,NPA.2,NPW.2,TPW.2
651,USA,F,SKuznetsova,FPennetta,3,0,0,2,55,21,45,10,4,3,24,35,8,1,24,16,,51,26,49,17,0,1,16,13,8,5,14,9,
652,USA,F,JGlushko,DHantuchova,3,0,1,2,73,43,27,10,1,3,27,32,17,8,20,12,,61,41,39,21,1,4,32,58,11,7,35,27,
653,USA,F,LRobson,NLi,3,0,0,2,52,16,48,16,0,5,7,30,2,1,5,3,,65,29,35,10,11,6,23,21,7,4,9,9,
654,USA,F,JHampton,SStephens,3,0,0,2,55,14,45,6,0,1,12,34,7,2,17,11,,70,25,30,8,2,2,12,15,9,6,8,5,
655,USA,F,SWilliams,YShvedova,3,1,2,0,66,28,44,7,6,1,22,16,8,4,13,10,,59,14,41,12,0,3,3,21,1,0,13,4,
656,USA,F,A.Radwanska,APavlyuchenkova,3,1,2,0,75,42,25,12,1,1,13,15,5,3,14,7,,53,30,47,13,4,3,32,41,10,2,29,19,
657,USA,F,EMakarova,SLisicki,3,1,2,0,61,36,39,15,6,3,24,20,8,3,15,11,,56,28,44,12,7,3,25,30,6,1,11,9,
658,USA,F,JZheng,CSuarezNavarro,3,0,0,2,75,27,25,6,0,4,13,33,3,2,13,8,,79,30,21,5,0,2,13,23,11,5,9,7,
659,USA,F,JJankovic,KNara,3,1,2,0,52,31,48,12,3,5,20,23,9,6,28,14,,81,30,19,5,0,2,28,27,7,5,26,19,
660,USA,F,KKanepi,AKerber,3,0,0,2,44,17,56,10,1,9,15,29,1,1,7,6,,44,17,56,14,2,3,16,9,11,5,6,6,
661,USA,F,FPennetta,SErrani,2,1,2,0,58,24,42,11,7,0,33,19,7,6,21,13,,93,16,7,1,0,1,12,18,9,2,16,9,
662,USA,F,SWilliams,GVoskoboeva,2,1,2,0,64,21,36,11,4,1,16,13,7,5,8,6,,57,16,43,7,3,3,15,19,1,0,10,5,
663,USA,F,CWozniacki,CScheepers,2,1,2,0,76,22,34,6,0,1,14,11,9,6,9,9,,55,12,45,5,0,0,11,27,4,2,18,10,
664,USA,F,EBouchard,AKerber,2,0,1,2,47,27,53,27,2,7,41,43,14,6,38,26,,68,34,32,14,2,3,28,27,18,7,22,15,
665,USA,F,AWozniak,VAzarenka,2,0,0,2,48,10,52,4,0,8,10,35,5,3,10,5,,65,25,35,8,3,5,16,19,10,7,8,7,
666,USA,F,CMcHale,ESvitolina,2,1,2,1,66,52,34,21,7,5,34,57,10,3,13,6,,59,44,41,20,5,2,27,47,19,2,19,14,
667,USA,F,AIvanovic,ADulgheru,2,1,2,0,64,39,36,12,2,4,18,21,6,4,6,5,,79,33,21,5,1,2,10,26,6,0,9,6,
668,USA,F,POrmaechea,SLisicki,2,0,0,2,41,9,59,15,0,4,2,16,6,1,7,1,,42,24,58,15,8,6,33,25,6,4,16,7,
669,USA,F,ACornet,ATomljanovic,2,1,2,0,56,28,44,12,4,6,19,19,11,6,15,9,,55,13,45,9,0,4,14,39,9,2,15,9,
670,USA,F,DHantuchova,VDuval,2,1,2,0,46,14,54,18,2,2,10,18,12,5,5,5,,74,21,26,6,0,4,14,27,2,2,7,5,
671,USA,F,KNara,SCirstea,2,1,2,0,80,25,20,8,0,0,12,18,10,6,5,4,,58,19,42,6,2,2,14,35,4,3,9,5,
672,USA,F,ARiske,MBarthel,2,1,2,0,62,26,38,11,0,1,18,12,12,4,15,11,,57,21,43,15,5,3,18,21,4,1,26,11,
673,USA,F,SKuznetsova,SPeng,2,1,2,1,54,39,46,19,5,3,41,39,13,6,34,22,,71,44,29,14,0,1,22,30,7,3,20,15,
674,USA,F,SArvidsson,NLi,2,0,0,2,67,18,33,8,1,2,4,19,2,1,3,1,,58,19,42,13,4,1,29,17,10,5,17,12,
675,USA,F,URadwanska,SStephens,2,0,0,2,67,10,33,7,0,1,5,15,0,0,10,6,,67,20,33,8,2,0,24,11,10,5,16,14,
676,USA,F,VWilliams,JZheng,2,0,1,2,52,39,48,26,4,6,29,44,14,4,27,17,,74,49,26,15,1,3,18,31,13,4,16,11,
677,USA,F,JHampton,KMladenovic,2,1,2,0,56,27,44,15,1,4,23,33,16,6,11,6,,59,30,41,14,5,5,27,46,12,4,12,8,
678,USA,F,CVandeweghe,CSuarezNavarro,2,0,0,2,47,14,53,10,2,5,18,37,2,2,9,7,,82,27,18,7,0,0,6,14,6,4,2,2,
679,USA,F,LRobson,CGarcia,2,1,2,0,59,28,41,17,8,2,23,21,2,1,5,4,,64,31,36,17,7,3,20,23,2,2,10,7,
680,USA,F,ABarty,APavlyuchenkova,2,0,0,2,52,13,48,10,3,2,3,2,0,0,,,,55,21,45,11,4,2,4,2,5,4,,,
681,USA,F,PKvitova,MDoi,1,1,2,1,73,47,27,11,3,4,29,29,11,5,16,13,,58,21,42,17,1,5,15,23,16,2,6,5,
682,USA,F,CWozniacki,YDuan,1,1,2,0,69,28,31,12,2,3,11,11,14,6,1,1,,65,24,35,8,0,4,34,46,10,3,9,8,
683,USA,F,DPfizenmaier,VAzarenka,1,0,0,2,67,17,33,4,3,4,15,27,3,0,4,2,,51,16,49,12,1,1,14,10,14,6,12,10,
684,USA,F,ORogowska,SErrani,1,0,0,2,47,8,53,4,1,6,13,38,2,0,5,4,,69,21,31,7,0,2,7,8,8,6,3,3,
685,USA,F,VDuval,SStosur,1,1,2,1,63,49,37,19,0,7,23,35,13,6,20,10,,63,45,37,17,9,10,29,56,16,5,22,16,
686,USA,F,AIvanovic,ATatishvili,1,1,2,0,62,17,48,11,2,2,16,17,9,7,7,4,,63,13,47,4,0,5,8,22,5,2,5,3,
687,USA,F,JGoerges,CMcHale,1,0,0,2,53,32,47,11,3,4,19,33,5,0,15,12,,58,28,42,13,1,5,10,13,6,3,7,7,
688,USA,F,VLepchenko,ADulgheru,1,0,1,2,63,38,37,18,2,2,25,55,10,3,17,10,,64,51,36,19,0,10,26,42,9,5,19,14,
689,USA,F,SKuznetsova,MBurdette,1,1,2,0,63,26,37,12,5,1,15,23,11,4,5,4,,68,27,32,15,0,3,15,33,1,1,9,5,
690,USA,F,BJovanovski,APetkovic,1,1,2,0,60,31,40,15,2,5,21,23,9,4,7,6,,74,25,26,3,4,5,21,40,10,1,10,8,
691,USA,F,SPeng,YMeusburger,1,1,2,0,54,18,46,16,3,0,35,30,14,5,27,18,,73,24,27,9,0,4,12,17,5,3,11,7,
692,USA,F,ACornet,MKoehler,1,1,2,0,53,19,47,18,0,4,8,20,7,4,6,5,,45,21,55,13,1,8,13,47,4,1,3,3,
693,USA,F,HWatson,SHalep,1,0,1,2,54,29,46,16,1,8,23,60,8,5,15,12,,73,40,27,7,5,6,16,42,13,7,5,3,
694,USA,F,KFlipkens,VWilliams,1,0,0,2,46,15,54,7,1,6,16,19,8,1,16,13,,52,24,48,12,1,5,21,20,12,6,22,15,
695,USA,F,A.Radwanska,S.Soler-Espinosa,1,1,2,0,72,26,28,6,3,0,21,13,8,5,,62,,50,10,50,10,1,4,9,19,3,1,,34,
696,USA,F,SWilliams,FSchiavone,1,1,2,0,51,13,49,12,1,0,13,8,9,6,8,6,,43,8,57,5,0,8,3,18,0,0,6,3,
697,USA,F,OGovortsova,NLi,1,0,0,2,68,22,42,6,3,4,11,17,0,0,6,3,,62,19,48,13,6,1,28,13,10,4,13,9,
698,USA,F,MMinella,SStephens,1,0,1,2,65,43,35,18,1,2,15,37,15,4,18,10,,58,48,42,26,6,6,38,55,9,4,19,13,
699,USA,F,JJankovic,MKeys,1,1,2,0,64,28,36,14,1,2,8,21,3,2,15,9,,58,19,42,13,4,1,15,32,2,0,13,6,
700,USA,F,LRobson,LDominguezLino,1,1,2,0,57,27,43,7,6,8,33,30,14,7,19,10,,60,20,40,8,4,5,10,21,9,3,5,4,
701,USA,F,JHampton,LArruabarrena,1,1,2,0,61,27,39,13,3,3,28,32,7,4,25,20,,52,16,48,12,1,4,7,18,6,1,8,4,
702,USA,F,VDushevina,SLisicki,1,0,0,2,54,21,46,14,1,5,11,29,7,3,12,6,,43,22,57,22,5,6,30,30,12,5,12,8,
703,USA,F,POrmaechea,KDate-Krumm,1,1,2,0,59,32,41,10,2,5,24,35,13,6,8,5,,69,28,31,6,0,3,14,43,9,4,14,9,
704,USA,F,KPliskova,EBouchard,1,0,1,2,53,48,47,21,6,4,35,51,7,2,23,16,,72,45,28,16,5,2,26,29,13,3,13,10,
705,USA,F,LHradecka,AKerber,1,0,0,2,49,17,51,4,3,7,20,31,0,0,6,4,,50,16,50,14,0,1,11,6,8,5,6,5,
706,USA,F,LDavis,CSuarezNavarro,1,0,0,2,63,12,37,3,0,4,6,26,2,0,4,0,,78,21,22,4,1,1,9,12,12,6,10,8,
707,USA,F,KMladenovic,AMedinaGarrigues,1,1,2,1,51,29,49,15,8,1,49,41,25,7,30,19,,61,32,39,11,1,2,21,29,13,4,14,7,
708,WIM,M,B.Becker,A.Murray,1,0,0,3,59,29,41,14,5,1,26,18,5,1,28,19,,57,39,43,20,11,2,38,16,10,5,23,17,
709,WIM,M,J.Ward,Y-H.Lu,1,0,1,3,62,77,38,35,18,4,60,28,13,1,27,19,,67,85,33,31,12,3,57,32,15,2,46,39,
710,WIM,M,N.Mahut,J.Hajek,1,1,3,0,72,44,28,10,17,3,41,18,8,5,26,17,,70,34,30,14,4,0,24,13,1,0,19,12,
711,WIM,M,T.Robredo,A.BogomolovJr.,1,1,3,0,77,40,23,12,6,0,25,11,14,5,14,11,,79,35,21,8,1,4,16,27,0,0,22,13,
712,WIM,M,R.Haase,M.Youzhny,1,0,0,3,68,61,32,15,7,2,32,29,2,0,29,20,,67,53,33,17,9,3,40,26,21,3,44,30,
713,WIM,M,M.Gicquel,V.Pospisil,1,0,0,3,59,41,41,27,7,6,22,28,6,1,11,6,,70,56,30,11,25,3,53,30,12,4,33,26,
714,WIM,M,A.Kuznetsov,A.Montanes,1,1,3,1,63,56,37,21,21,3,56,32,16,4,21,15,,73,59,27,14,7,8,33,28,9,2,11,10,
715,WIM,M,J.Tipsarevic,V.Troicki,1,0,0,3,61,47,39,21,3,1,28,16,4,0,33,24,,71,55,29,16,15,2,40,26,10,2,38,27,
716,WIM,M,M.Baghdatis,M.Cilic,1,0,0,3,61,31,39,16,4,5,20,18,1,1,14,9,,70,45,30,16,16,2,41,19,6,4,11,8,
717,WIM,M,K.DeSchepper,P.Lorenzi,1,1,3,0,67,56,33,21,22,6,61,29,8,3,47,35,,54,40,46,22,4,2,22,15,6,0,23,15,
718,WIM,M,L.Lacko,R.Ram,1,0,1,3,64,66,36,18,13,2,55,40,3,1,22,15,,67,64,33,23,16,0,52,21,16,5,50,32,
719,WIM,M,J.Monaco,B.Knittel,1,1,3,0,78,46,22,9,6,2,19,20,14,6,9,7,,58,33,42,17,4,12,17,44,1,1,21,14,
720,WIM,M,T.Kamke,J.Benneteau,1,0,1,3,69,60,31,14,3,2,33,33,7,2,34,25,,63,65,37,26,12,6,60,27,12,6,61,44,
721,WIM,M,F.Verdasco,X.Malisse,1,1,3,1,63,58,37,21,20,7,64,29,11,6,25,18,,63,48,37,24,7,1,23,34,2,1,27,14,
722,WIM,M,E.Roger-Vasselin,E.Gulbis,1,0,0,3,66,48,34,21,5,5,42,30,11,2,49,29,,65,59,35,20,20,6,55,36,8,4,26,17,
723,WIM,M,J-W.Tsonga,D.Goffin,1,1,3,0,68,54,32,15,18,2,47,13,6,3,48,32,,71,46,29,19,2,3,40,10,1,0,36,26,
724,WIM,M,V.Hanescu,R.Federer,1,0,0,3,85,26,15,3,3,1,14,13,0,0,22,8,,70,35,30,14,7,0,32,6,8,6,25,21,
725,WIM,M,R.DutraSilva,S.Stakhovsky,1,0,0,3,54,27,46,17,1,3,17,22,2,0,21,11,,62,38,38,20,7,2,29,15,8,5,41,29,
726,WIM,M,J.Reister,L.Rosol,1,1,3,2,68,102,32,27,22,10,55,44,19,4,34,22,,59,81,41,39,20,13,95,74,17,3,59,42,
727,WIM,M,F.Fognini,J.Melzer,1,0,1,3,66,52,34,21,3,2,49,33,12,4,37,24,,69,62,31,22,8,3,45,29,15,8,82,50,
728,WIM,M,K.Edmund,J.Janowicz,1,0,0,3,71,39,29,10,4,3,17,12,4,0,11,9,,68,40,32,17,11,4,39,17,21,5,17,11,
729,WIM,M,R.Stepanek,M.Reid,1,1,3,0,66,37,34,17,8,1,35,19,12,5,43,33,,60,34,40,12,12,7,29,30,2,0,21,10,
730,WIM,M,M.Matosevic,G.Rufin,1,0,1,3,53,43,47,22,6,3,29,36,12,4,31,17,,47,42,53,26,6,9,29,47,14,8,34,20,
731,WIM,M,N.Almagro,J.Zopp,1,1,3,0,55,43,45,29,11,4,36,14,10,2,21,18,,52,51,48,27,11,11,34,36,0,0,26,14,
732,WIM,M,L.Hewitt,S.Wawrinka,1,1,3,0,57,37,43,26,5,1,32,11,15,6,31,20,,60,41,40,20,12,2,44,37,10,2,21,13,
733,WIM,M,D.Brown,G.Garcia-Lopez,1,1,3,0,75,47,25,12,9,2,46,21,7,4,41,29,,67,32,33,10,4,4,23,13,3,0,13,9,
734,WIM,M,P.Andujar,A.Mannarino,1,0,0,3,60,32,40,12,1,3,15,20,0,0,15,11,,63,31,37,17,6,0,34,14,13,6,31,23,
735,WIM,M,J.Isner,E.Donskoy,1,1,3,0,75,55,25,19,22,1,40,20,4,2,24,16,,65,47,35,15,4,4,27,20,0,0,18,13,
736,WIM,M,A.Ungur,B.Paire,1,0,1,3,59,43,41,25,2,5,26,21,2,2,25,14,,63,51,37,18,26,3,64,21,13,6,33,21,
737,WIM,M,S.Robert,A.Falla,1,1,3,0,68,50,32,13,5,4,37,30,15,7,24,18,,57,41,43,22,1,6,28,42,9,5,30,16,
738,WIM,M,L.Kubot,I.Andreev,1,1,3,0,60,34,40,16,11,6,43,18,11,7,37,28,,69,28,31,9,5,2,20,21,3,2,9,4,
739,WIM,M,R.Nadal,S.Darcis,1,0,0,3,67,52,33,21,6,3,32,24,7,2,36,28,,60,53,40,28,13,2,53,24,11,3,46,32,
740,WIM,M,A.Ramos,J.DelPotro,1,0,0,3,58,30,42,8,7,4,29,23,6,1,16,9,,73,45,27,12,10,1,34,10,8,6,11,9,
741,WIM,M,G.Pella,J.Levine,1,0,2,3,65,58,35,26,15,3,50,33,19,4,30,22,,63,63,37,29,18,10,61,53,8,5,46,34,
742,WIM,M,G.Zemlja,M.Russell,1,1,3,1,68,67,32,20,18,5,68,33,10,6,44,31,,66,60,34,17,10,5,38,36,11,2,30,20,
743,WIM,M,G.Dimitrov,S.Bolelli,1,1,3,0,73,43,27,10,15,2,26,9,11,5,16,12,,59,34,41,13,4,2,20,28,0,0,12,5,
744,WIM,M,D.Istomin,A.Seppi,1,0,2,3,62,78,38,32,17,2,60,40,7,3,23,14,,61,84,39,36,13,5,47,49,5,2,26,17,
745,WIM,M,M.Llodra,J.Nieminen,1,1,3,0,62,43,38,21,17,4,43,15,6,3,47,32,,65,44,35,18,3,3,24,14,1,1,15,9,
746,WIM,M,L.Mayer,A.Bedene,1,1,3,0,63,47,37,20,13,4,41,33,7,4,24,16,,60,34,40,16,7,3,19,30,6,0,10,5,
747,WIM,M,K.Nishikori,M.Ebden,1,1,3,0,67,37,33,19,1,2,32,14,11,6,26,17,,61,39,39,12,8,6,20,25,2,1,23,15,
748,WIM,M,I.Dodig,P.Kohlschreiber,1,1,3,2,65,84,35,25,20,8,69,30,12,2,54,36,,57,75,43,37,14,3,60,34,6,1,39,23,
749,WIM,M,J.Duckworth,D.Kudla,1,0,2,3,58,63,42,20,19,5,53,44,17,4,47,32,,61,63,39,35,5,3,44,31,15,7,47,31,
750,WIM,M,A.Kuznetsov,I.Sijsling,1,0,0,3,61,39,39,11,8,1,39,18,6,0,17,12,,60,49,40,21,12,9,39,17,4,3,26,16,
751,WIM,M,M.Raonic,C.Berlocq,1,1,3,0,71,45,29,13,19,5,54,18,12,4,27,17,,64,42,36,18,4,2,23,13,1,0,25,16,
752,WIM,M,G.Elias,A.Dolgopolov,1,0,0,3,43,22,57,26,0,6,14,20,2,1,22,12,,64,38,36,19,7,0,38,17,10,5,42,27,
753,WIM,M,H.Zeballos,S.Giraldo,1,0,2,3,61,66,39,37,17,6,66,55,9,2,46,28,,73,76,27,30,13,0,47,39,9,5,27,15,
754,WIM,M,R.BautistaAgut,T.Gabashvili,1,1,3,0,75,63,25,16,6,1,31,25,10,4,20,15,,58,40,42,21,5,5,38,52,8,2,26,16,
755,WIM,M,D.Ferrer,M.Alund,1,1,3,1,68,57,32,15,7,6,31,22,12,6,30,26,,74,53,26,13,8,2,28,23,3,2,23,14,
756,WIM,M,M.Klizan,T.Berdych,1,0,0,3,64,38,36,18,5,6,28,24,3,0,24,11,,62,47,38,17,6,1,31,14,9,3,26,20,
757,WIM,M,D.Brands,D.Gimeno-Traver,1,1,3,2,65,90,35,38,19,3,59,41,8,3,46,30,,69,93,31,27,20,3,64,37,4,0,18,10,
758,WIM,M,P.Petzschner,M.Przysiezny,1,0,0,3,65,31,35,11,3,0,19,26,4,1,26,14,,56,41,44,21,4,2,29,20,8,5,27,22,
759,WIM,M,K.Anderson,O.Rochus,1,1,3,0,72,39,28,14,28,2,68,19,10,5,16,9,,62,30,38,17,0,0,17,14,0,0,4,1,
760,WIM,M,B.Tomic,S.Querrey,1,1,3,2,78,86,22,20,11,2,45,30,8,2,21,10,,64,81,36,28,36,5,79,43,13,4,42,29,
761,WIM,M,J.Blake,T.DeBakker,1,1,3,0,52,30,48,20,7,1,31,7,17,6,31,22,,64,30,36,14,7,3,23,17,1,0,23,10,
762,WIM,M,A.Haider-Maurer,G.Soeda,1,0,0,3,56,43,44,18,8,6,35,29,2,2,26,16,,55,39,45,25,9,2,31,14,9,5,21,14,
763,WIM,M,R.Gasquet,M.Granollers,1,1,3,1,65,65,35,22,8,1,60,28,16,5,46,31,,72,73,28,15,11,3,48,29,5,2,75,50,
764,WIM,M,D.Tursunov,T.Haas,1,0,0,3,56,37,44,24,5,4,29,13,4,0,22,14,,64,56,36,18,17,3,45,13,6,3,19,14,
765,WIM,M,W.Odesnik,Y-T.Wang,1,0,2,3,70,73,30,28,6,2,52,60,12,8,35,21,,69,69,31,22,9,2,50,59,25,9,52,35,
766,WIM,M,R.Berankis,P-H.Mathieu,1,0,1,3,52,73,48,36,19,10,67,38,8,1,35,23,,61,73,39,30,26,4,68,25,10,3,35,29,
767,WIM,M,G.Simon,F.Lopez,1,0,0,3,60,49,40,27,5,6,40,26,0,0,56,36,,71,55,29,17,21,2,42,12,10,3,44,31,
768,WIM,M,R.Harrison,J.Chardy,1,0,1,3,65,70,35,30,18,2,43,17,3,1,49,26,,66,66,34,22,10,6,60,30,17,3,63,43,
769,WIM,M,B.Kavcic,J.Struff,1,0,0,3,58,40,42,12,7,1,16,19,9,0,5,3,,59,38,41,22,20,3,53,25,14,5,17,11,
770,WIM,M,B.Reynolds,S.Johnson,1,1,3,2,62,68,38,38,22,1,52,32,16,3,45,26,,55,76,45,39,25,8,76,55,11,2,36,26,
771,WIM,M,N.Djokovic,F.Mayer,1,1,3,0,63,41,37,26,5,,40,20,11,3,26,20,,60,46,40,20,3,,25,12,3,0,29,19,
772,WIM,M,Y-H.Lu,A.Murray,2,0,0,3,66,49,34,13,1,5,29,27,3,0,39,25,,63,44,37,20,11,1,41,14,15,4,23,19,
773,WIM,M,T.Robredo,N.Mahut,2,1,3,0,63,52,37,28,9,3,38,9,5,2,15,10,,65,48,35,18,17,3,39,19,2,0,54,31,
774,WIM,M,V.Pospisil,M.Youzhny,2,0,2,3,63,83,37,25,26,2,66,27,7,2,61,39,,64,76,36,39,8,2,53,20,7,4,46,32,
775,WIM,M,V.Troicki,A.Kuznetsov,2,1,3,0,63,43,37,16,15,4,30,17,12,4,22,16,,65,34,35,15,3,3,26,22,1,1,21,13,
776,WIM,M,J.Monaco,R.Ram,2,1,3,1,68,54,32,24,7,0,53,10,14,5,19,15,,77,68,23,11,10,3,35,21,3,1,70,33,
777,WIM,M,F.Verdasco,J.Benneteau,2,1,3,0,55,48,45,27,15,4,53,16,9,2,25,15,,62,55,38,24,7,3,25,16,2,1,39,25,
778,WIM,M,J-W.Tsonga,E.Gulbis,2,0,1,2,68,40,32,13,9,5,19,14,10,2,38,22,,61,40,39,17,12,8,45,24,8,3,25,16,
779,WIM,M,S.Stakhovsky,R.Federer,2,1,3,1,66,83,34,36,17,2,72,17,7,2,96,61,,72,91,28,24,16,1,57,13,8,1,54,35,
780,WIM,M,J.Melzer,J.Reister,2,1,3,1,64,60,36,33,12,1,56,28,12,2,71,49,,70,68,30,27,10,5,42,21,9,1,39,23,
781,WIM,M,N.Almagro,G.Rufin,2,1,3,1,69,71,31,20,21,4,55,17,10,5,29,24,,63,63,37,18,17,6,48,30,3,2,51,33,
782,WIM,M,D.Brown,L.Hewitt,2,1,3,1,64,71,36,25,21,5,74,22,6,5,87,48,,55,52,45,29,12,4,42,13,10,1,34,15,
783,WIM,M,S.Robert,B.Paire,2,0,0,3,61,42,39,23,4,4,29,27,4,0,30,20,,57,49,43,23,12,2,39,27,6,3,41,26,
784,WIM,M,J.Levine,J.DelPotro,2,0,0,3,61,41,39,16,13,7,38,29,3,1,41,26,,69,46,31,16,13,0,37,13,11,4,10,6,
785,WIM,M,G.Dimitrov,G.Zemlja,2,0,2,3,68,92,32,33,21,5,56,31,17,2,40,31,,56,79,44,47,18,5,51,32,6,1,38,27,
786,WIM,M,K.Nishikori,L.Mayer,2,1,3,0,67,51,33,19,2,5,29,20,12,5,15,9,,65,44,35,15,5,5,27,28,5,2,32,19,
787,WIM,M,D.Kudla,I.Dodig,2,0,0,3,57,39,43,24,3,5,26,22,7,2,40,26,,61,55,39,22,24,4,48,20,13,5,28,20,
788,WIM,M,M.Raonic,I.Sijsling,2,0,0,3,68,57,32,17,22,4,48,24,4,0,22,14,,67,52,33,23,17,2,40,7,5,2,24,20,
789,WIM,M,D.Brands,T.Berdych,2,0,0,3,75,53,25,11,19,1,33,10,1,1,20,13,,58,40,42,26,15,1,55,10,11,4,29,20,
790,WIM,M,K.Anderson,M.Przysiezny,2,1,3,0,69,49,31,18,15,2,33,10,6,3,27,18,,60,42,40,21,6,4,28,20,1,1,22,16,
791,WIM,M,J.Blake,B.Tomic,2,0,0,3,59,37,41,16,11,4,38,21,5,2,24,18,,72,54,28,13,4,0,33,12,8,5,19,15,
792,WIM,M,R.Gasquet,G.Soeda,2,1,3,1,57,47,43,23,11,5,54,21,18,9,28,22,,56,45,44,20,2,3,34,31,6,4,44,29,
793,WIM,M,J.Struff,J.Chardy,2,1,2,1,55,36,45,17,7,3,20,15,2,1,10,6,,59,28,41,16,9,3,30,7,7,2,16,9,
794,WIM,M,N.Djokovic,B.Reynolds,2,1,3,0,59,39,41,22,12,0,41,12,18,4,20,14,,68,53,32,15,8,5,25,19,0,0,21,15,
795,WIM,M,T.Robredo,A.Murray,3,0,0,3,67,47,33,12,6,1,34,25,3,1,29,21,,65,44,35,16,9,0,40,14,7,5,28,20,
796,WIM,M,J.Melzer,S.Stakhovsky,3,1,3,1,67,51,33,19,9,0,47,16,7,6,39,25,,62,45,38,21,14,6,44,20,9,3,65,38,
797,WIM,M,N.Almagro,J.Janowicz,3,0,0,3,72,58,28,8,18,3,32,18,1,1,19,9,,69,52,31,16,30,3,59,15,5,3,15,14,
798,WIM,M,A.Mannarino,D.Brown,3,1,3,0,65,44,35,20,16,2,40,10,12,4,28,14,,58,42,42,16,11,3,34,20,5,0,61,29,
799,WIM,M,G.Zemlja,J.DelPotro,3,0,0,3,67,53,33,11,14,5,44,27,0,0,21,13,,61,47,39,20,10,4,29,12,9,4,13,7,
800,WIM,M,K.Nishikori,A.Seppi,3,0,2,3,69,63,31,23,3,6,44,45,11,3,30,23,,60,65,40,34,9,1,44,28,12,6,32,26,
801,WIM,M,I.Sijsling,I.Dodig,3,0,0,3,62,12,38,4,3,0,8,10,0,0,14,4,,47,12,53,17,5,1,21,6,9,6,6,5,
802,WIM,M,D.Ferrer,A.Dolgopolov,3,1,3,2,70,76,30,22,6,8,34,39,24,7,50,34,,59,76,41,33,15,2,56,34,9,5,53,35,
803,WIM,M,K.Anderson,T.Berdych,3,0,1,3,60,53,40,25,19,3,45,12,14,3,29,16,,53,54,47,27,11,5,50,19,18,5,34,24,
804,WIM,M,R.Gasquet,B.Tomic,3,0,1,3,69,83,31,27,15,3,73,25,8,1,64,51,,81,101,19,15,19,1,60,23,7,1,34,25,
805,WIM,M,F.Lopez,T.Haas,3,0,1,3,54,48,46,30,14,3,42,25,10,2,38,24,,76,63,24,18,18,2,43,22,10,5,38,24,
806,WIM,M,N.Djokovic,J.Chardy,3,1,3,0,74,40,26,12,8,1,38,3,16,5,21,18,,66,32,34,15,6,4,18,14,0,0,23,12,
807,WIM,M,M.Youzhny,A.Murray,4,0,0,3,61,36,39,16,1,1,33,20,5,2,55,39,,63,55,37,16,15,4,45,16,10,5,42,31,
808,WIM,M,F.Verdasco,K.DeSchepper,4,1,3,0,64,42,36,18,9,4,42,13,14,4,21,13,,67,43,33,15,9,3,26,12,2,1,51,31,
809,WIM,M,J.Janowicz,J.Melzer,4,1,3,2,57,68,43,36,16,8,54,26,9,3,42,28,,71,76,29,28,11,3,57,19,12,3,50,32,
810,WIM,M,L.Kubot,A.Mannarino,4,1,3,2,67,72,33,25,26,7,62,34,16,3,87,56,,59,69,41,35,13,3,51,24,5,2,39,24,
811,WIM,M,A.Seppi,J.DelPotro,4,0,0,3,59,47,41,18,5,4,36,20,2,0,27,21,,72,55,28,18,9,1,36,15,11,2,28,15,
812,WIM,M,D.Ferrer,I.Dodig,4,1,3,1,66,62,34,29,7,3,53,25,15,5,46,31,,66,64,34,25,14,3,47,32,6,0,54,30,
813,WIM,M,B.Tomic,T.Berdych,4,0,1,3,71,82,29,22,19,2,43,31,7,1,24,12,,58,68,42,30,24,5,68,42,15,3,48,30,
814,WIM,M,N.Djokovic,T.Haas,4,1,3,0,65,44,35,17,13,3,40,16,13,6,22,15,,73,43,27,14,4,2,25,26,7,2,35,16,
815,WIM,M,F.Verdasco,A.Murray,5,0,2,3,59,63,41,29,11,9,45,45,7,3,45,26,,69,72,31,23,14,3,36,27,11,5,31,22,
816,WIM,M,L.Kubot,J.Janowicz,5,0,0,3,57,44,43,20,9,3,32,11,6,0,54,30,,68,63,32,12,30,9,58,14,10,3,16,12,
817,WIM,M,D.Ferrer,J.DelPotro,5,0,0,3,68,45,32,17,8,2,41,22,2,0,31,25,,72,55,28,11,12,0,42,11,8,3,21,17,
818,WIM,M,N.Djokovic,T.Berdych,5,1,3,0,61,42,39,21,16,1,36,13,10,4,17,11,,53,33,47,27,6,4,31,25,2,2,31,21,
819,WIM,M,J.Janowicz,A.Murray,6,0,1,3,55,54,45,27,9,11,43,43,7,1,51,32,,70,60,30,24,20,1,49,15,13,5,36,22,
820,WIM,M,N.Djokovic,J.DelPotro,6,1,3,2,69,102,31,21,22,2,80,48,15,3,56,42,,60,82,40,42,4,4,48,37,7,2,37,25,
821,WIM,M,N.Djokovic,A.Murray,7,0,0,3,65,40,35,15,4,4,31,40,13,4,52,30,,64,48,36,16,9,2,36,21,17,7,37,26,
822,WIM,F,M.Koehler,V.Azarenka,1,0,0,2,60,21,40,8,2,4,19,18,7,2,3,3,,72,31,28,4,3,9,25,14,16,6,8,4,
